"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"271","BLU","27","TLW","PT",33.48,32.22,26.09,35.51,15.94,18.4,18.03,17,21.01,19.01,20.01,15.31
"272","BOA","27","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"273","BOC","27","TLW","ES",0.02,0.04,0,0,0.01,0,0,0,0,0,0,0
"274","BOC","27","TLW","FR",2.52,13.59,3.36,0.01,0.29,0.03,0.17,0,0,0,0,0
"275","BOC","27","TLW","GB",0.13,21.45,103.71,37.95,4379.63,4884.3,2813.1,9413.9,0,0.01,771.7,0
"276","BOC","27","TLW","IE",2.78,17495.75,0,49.26,2612.87,19693.12,4011.1,9491.6,16948,7537.5,6283.7,7.2
"277","BOC","27","TLW","NL",198.89,442.6,458,0.7,0,0,0,0,0,0,0,0
"278","BOC","27","TLW","NO",0,0,0,0,0,2.94,11.27,0,1,0,0,0
"279","BOC","27","TLW","PT",7.08,0,0.27,1.51,0,0.11,0,0,0,0,0.01,0
"280","BOG","27","TLW","ES",7471.07,13412.92,8848.86,11184.17,10817.03,13219.05,7286.66,2379.2,1149.1,1082,786.21,1011.7
"281","BOG","27","TLW","FR",28.48,64.15,157.28,62.94,40.19,52.49,110.93,53.6,132.5,80.11,142.01,117.8
"282","BOG","27","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
"283","BOG","27","TLW","PT",675.19,878.37,704.47,561.92,1070.3,829.77,323.6,257,225,198,372,368.7
"284","BON","27","TLW","DK",1,1.29,0.58,0,0,0,0,0,0,0,0,0
"285","BON","27","TLW","ES",1061.19,1404.58,1058.15,1035.97,719.31,1779.91,464.01,232.71,75.81,55.03,127.2,73.2
"286","BON","27","TLW","FR",283.68,397.29,350.07,290.44,245.04,388.86,340.56,207.8,46,91.41,124.12,48.1
"287","BON","27","TLW","GB",0.07,0.18,0.15,0.05,0.01,4.3,0.02,0,0.01,0,0,0
"288","BON","27","TLW","NO",0.06,0,0.03,0,0,0,0,0.02,0,0,0,0
"289","BON","27","TLW","PT",397.55,622.14,786.65,159.12,184.71,349.06,459.18,511,124.01,191.01,399.01,309.7
"290","BON","27","TLW","SE",0,0,0.81,0,0,0,0,0,0,0,0,0
"291","BOP","27","TLW","PT",0,1.62,1.26,0.64,1.21,9.67,6.4,3,4.02,2,1.01,3.31
"292","BOR","27","TLW","DE",4.46,6.65,4.59,0,0,0,0,0,0,0,0,0
"293","BOR","27","TLW","DK",548,416.61,28.95,8757.84,13182.14,19882.71,7796.5,39805.2,15078.8,3098,0,0
"294","BOR","27","TLW","ES",0,0.01,0,0,0,0,0,0,0,0,0,0
"295","BOR","27","TLW","IE",15482.01,0,16324.7,34574.95,49636.65,36255.62,16114.26,78965.2,51680.7,14046.9,11330.9,2764.8
"296","BOY","27","TLW","ES",99.54,43.38,47.55,30.84,15.43,0,0,0,0,0,0,0
"297","BOY","27","TLW","FR",0,0,0.07,0.02,0.24,0.22,0.38,4.5,1.4,0,0,0
"298","BOY","27","TLW","PT",7.66,11.07,10.18,10.7,6.29,7.91,10.38,15,11,9,5.01,3
"299","BPI","27","TLW","ES",2.03,5.29,3.52,1.02,2.07,0,0,0,0,0,0,0
"300","BRA","27","TLW","IE",0,0,0,0,0,0,0,0,0,0.02,0.01,0
"301","BRB","27","TLW","BE",11.7,12.6,10.9,22.1,3.2,0,0,0,0,0,0,0
"302","BRB","27","TLW","DE",5.7,7.23,6.54,6.48,14.64,1.66,1.09,3,0,0,0,5.3
"303","BRB","27","TLW","ES",617.31,364.61,328.78,422.79,439.96,831.45,929.66,301.5,226.5,203.02,205,129.6
"304","BRB","27","TLW","FR",2287.47,2421.45,2553.74,3255.69,2949.4,2665.36,3979.38,4313.6,4252.6,2235.31,4510.02,3627.9
"305","BRB","27","TLW","GB",81.49,175.43,112.14,190.89,168.26,156.7,201.46,365.3,377.46,211.06,285.05,211.06
"306","BRB","27","TLW","JE",0,7.8422,20.16,22.943,31.258,107.053,17.954,26.811,90.089,4.214,3.028,4.4
"307","BRB","27","TLW","LT",0,0,0,0,0,0,1,0,0,0,0,0
"308","BRB","27","TLW","NL",161.43,128.9,130.5,104.6,64,69,58,0,453,547,462,140
"309","BRB","27","TLW","PT",226.65,246.6,204.76,215.97,236.88,186.65,250.07,252,232,207,227,235.4
"310","BRD","27","TLW","PT",0,0,0,0,0,0.56,0,0,0,0,0,0
"311","BRF","27","TLW","ES",844.42,739.03,874.41,1043.58,1571.93,2137.8,3929.38,3361.4,1764.6,1436.01,2298.2,873.8
"312","BRF","27","TLW","FR",250.04,184.35,109.46,133.35,128.32,93,125.7,171.3,158.3,135.01,168.83,222.4
"313","BRF","27","TLW","GB",83.62,103.49,108.64,75.45,73.03,55.9,95.6,65.7,19.82,84.07,59.94,98.01
"314","BRF","27","TLW","IE",5.65,8.81,13.88,18.26,10.27,7.7,8.81,11.4,10.5,8.71,23.3,14.6
"315","BRF","27","TLW","NO",0,0.01,0,5.26,7.39,0,0.01,0,0,0,0,7
"316","BRF","27","TLW","PT",540.24,487.21,426.68,403.73,428.44,415.31,383.24,350,488.01,466.01,603.01,356.51
"317","BRI","27","TLW","ES",0.01,0,0,0,0.02,0,0,0,0,0,0,0
"318","BRO","27","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"319","BRT","27","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"320","BRX","27","TLW","ES",0.09,0.91,132.68,56.91,55.77,0.03,17.78,4.4,2.41,3,7.5,11.7
"321","BSB","27","TLW","NL",3.28,0,0,0,0,0,0,0,0,0,0,0
"322","BSB","27","TLW","PL",0,0,0,0,0.39,0,0,0,0,0,0,0
"323","BSC","27","TLW","ES",1.99,2.31,2.57,3.9,4.47,0,0,0,0,0,0,0
"324","BSC","27","TLW","PT",2.67,2.95,2.4,2.29,1.59,1.26,1.6,1,0.02,0.01,1,0.3
"325","BSE","27","TLW","FR",0.27,0.04,0.27,0.23,0.32,5.64,8.06,0,0,0,0,0
"326","BSE","27","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,0.02
"327","BSE","27","TLW","NL",0,0.1,0,0.6,1,2,0,0,0,0,0,0
"328","BSE","27","TLW","PT",1.44,2.86,1.31,7.55,6.7,8.76,16.82,22,34,75.01,114.01,197.6
"329","BSF","27","TLW","EE",0,0,0,0,0,0,0,0,0,0,6.7,5
"330","BSF","27","TLW","ES",269.88,273.27,234.47,343.47,112.52,177.13,234.51,438.1,221.12,203.01,177.32,187.1
"331","BSF","27","TLW","FO",435.473,765.423,984.023,809,425,431,518,969,1317,994,719,769
"332","BSF","27","TLW","FR",1777.67,2436.29,2208.89,2225.16,2165.65,1777.06,2181.06,1885.4,2898.8,2287,2391.71,2250
"333","BSF","27","TLW","GB",101.08,95.67,127.3,112.33,56.83,34.3,36.13,103.8,81.51,26.02,57.91,65.03
"334","BSF","27","TLW","IE",0,0,0,0,0,0,0,0,0,0,121.21,73.4
"335","BSF","27","TLW","IS",309,344,265,358,325,366,172,109,0,0,1.1,23.1
"336","BSF","27","TLW","LT",0,0,0,0,0,0.74,0,0,0,0,0,1
"337","BSF","27","TLW","NL",0.33,1.2,5,3.1,0,0,0,0,0,14,0,0
"338","BSF","27","TLW","PT",2306.28,2471.44,2535.04,2200.57,2351.16,3011.11,2920.12,3386,3483,3613.01,3468.02,2796.1
"339","BSF","27","TLW","RU",0,0,0,1,0,0,0,0,0,5,0,0
"340","BSH","27","TLW","CN",0,0,0,0,0,0,1,2,0,0,0,0
"341","BSH","27","TLW","DK",0,0,0,0.04,0,0.24,0,0.01,0.01,0.01,1.02,1.01
"342","BSH","27","TLW","ES",16398.22,11163.93,10983.42,10868.64,10637.8,8891.22,7741.41,6038.4,4452.02,2232.02,1752.61,1398.9
"343","BSH","27","TLW","FR",122.44,319.91,258.81,131.59,215.99,149.64,129.56,121.8,117.9,109.42,166.63,134.3
"344","BSH","27","TLW","GB",11.32,16.76,12.16,10.15,9.74,8.1,10.35,8.3,4.91,5.05,6,3.03
"345","BSH","27","TLW","GG",0,0,0,0,0,0,0,0,0,1,0,0
"346","BSH","27","TLW","GL",0,0,1.11,0,0,0,0,0,0,0,0,0
"347","BSH","27","TLW","IE",0.37,1.34,3.02,0.8,1.95,2.88,1.48,0.4,0.01,0.12,0.21,0
"348","BSH","27","TLW","IS",0,1,0,0,0,0,0,0,0,0,0,0
"349","BSH","27","TLW","NL",0,0,0,0,0,0,0,0,1,0,1,0
"350","BSH","27","TLW","PT",4230.68,4854.8,3391.99,2483.38,2855.7,2807.44,3389.5,3615,3433,2746,2821,2627
"351","BSK","27","TLW","FR",0,0,0,0.03,0,0,0,0,5.8,0.01,0.01,0.6
"352","BSK","27","TLW","GB",0,0,0,0,0,0,0,0,0.01,0,0,0.01
"353","BSK","27","TLW","NO",0,0,0,0,0,22.38,2,0,0,3.9,65,16
"354","BSK","27","TLW","PT",0,0,0,0,0.2,0,0,0,0,2,11,0.1
"355","BSS","27","TLW","BE",22.1,23.2,40.3,147.5,146,154.7,152.8,216.2,174.2,187.2,179.01,211.1
"356","BSS","27","TLW","DE",0.09,0.75,0.08,0.53,1.81,0.11,0,0,0,0,0,0
"357","BSS","27","TLW","DK",0,0.55,0.25,1.42,4.47,2.71,2.25,3.94,0.04,0.05,1.06,2.05
"358","BSS","27","TLW","ES",432.68,462.8,452.25,455.51,652.77,522.44,630.25,453.3,412.3,398.02,421.91,435.6
"359","BSS","27","TLW","FR",2576.59,2672.59,3332.89,4263.66,5383.21,4866.78,5292.57,5818.1,5272.6,3019.44,5067.15,5447.2
"360","BSS","27","TLW","GB",438.3,551.07,682.44,1039.83,802.78,895.7,791.1,737.3,698.25,791.1,714.53,576.05
"361","BSS","27","TLW","GG",11.474,16.416,18.5,41,38,55,137,144,103,143,160,162
"362","BSS","27","TLW","IE",0,0,0,0,0,0,0,0,0.5,0,0,0
"363","BSS","27","TLW","JE",1,7.2385,8.963,10.931,12.367,11.537,17.324,14.103,14.919,19.915,18.039,22.993
"364","BSS","27","TLW","NL",131.54,155.8,217.8,253.3,370,377,395,399,395,380,376,308
"365","BSS","27","TLW","NO",0.05,0.02,0.08,0.02,0.01,0.06,0.06,0.12,0.02,0.62,0.02,0.02
"366","BSS","27","TLW","PT",573.47,545.63,436.67,661.46,502.09,368.59,440.42,489,414,403,545,460.8
"367","BSX","27","TLW","ES",6.1,3.66,2.22,10.58,7.7,5.8,55.23,104,96.9,71,57.2,66.6
"368","BSX","27","TLW","FR",0.05,0,0,0,0,0,0,0,0,0,0,0
"369","BTH","27","TLW","ES",0,0,0,0,0,0,0,0,62.2,18.01,15.5,0.8
"370","BTH","27","TLW","PT",0,0,0,0,0,0.1,0,0,0.01,1,0.01,0
"371","BUA","27","TLW","NL",0,0,0,0,0,2,0,0,0,0,0,0
"372","BUM","27","TLW","ES",0,12.9,127.06,40.21,19.37,15.57,11.47,0.81,0.5,0,0.01,0
"373","BUM","27","TLW","FR",0.03,0.04,0,0.02,0.17,1.77,0,0,0,0.01,0.01,0
"374","BUM","27","TLW","PT",1.06,0.79,1.14,1.07,0.12,0.48,1.92,3,7.01,6,21.01,7.5
"375","BUR","27","TLW","PT",3.56,4.07,5.58,5.72,4.46,10.99,3.62,6,3,1.01,3,3.4
"376","BUT","27","TLW","RU",0,0,0,0,0,0,0,0,0,17,0,0
"377","BUX","27","TLW","ES",5.34,29,15.19,1.86,3.74,45.6,187.56,10,0.01,0.01,0.1,0.1
"378","BVV","27","TLW","PT",52.86,73.39,91.81,111.6,58.08,68.13,74.96,0,0,0,0,0
"379","BXD","27","TLW","ES",19.85,33.22,11.12,23.25,21.66,20.82,160.84,138.2,116.83,102.02,226.6,180.8
"380","BXD","27","TLW","PT",48.53,59.91,45.24,39.63,38.75,45.02,51.69,60,69,54.01,17.01,49.7
"381","BYS","27","TLW","ES",9.72,6.07,3.14,10.5,9.91,22.79,125.74,112.5,44.11,93.02,186.7,258.1
"382","BYS","27","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0,2
"383","BYS","27","TLW","PT",133.67,138.23,143.32,147.14,154.35,188.63,184.11,172,218,153,201.01,161.22
"384","BZX","27","TLW","ES",0.11,0.66,1.29,1.03,8.04,0,0,0,0,0,0,0
"385","BZX","27","TLW","FR",0,0.16,0,0.02,0,0,0,0,0,0,0,0
"386","CAA","27","TLW","BE",35.1,51.7,50.5,77.3,33.4,36.5,33.4,34.4,52.01,70.1,74.1,66.6
"387","CAA","27","TLW","ES",6.15,5.66,12.18,15.07,15.07,3.86,0,0,0,0,0,0
"388","CAA","27","TLW","FO",68.253,104.921,61.922,137,66,75,112,128,175,171,282,362
"389","CAA","27","TLW","FR",82.86,44.31,52.98,39.58,35.35,3.54,16.95,0,4.4,45.5,46.44,16.1
"390","CAA","27","TLW","GB",219.83,163.05,144.46,139.06,72.04,50.6,33.12,16.4,24.34,33.03,65.62,82.03
"391","CAA","27","TLW","GL",5.4,7,1.3,0,0,0,0,1,0,0,0,0
"392","CAA","27","TLW","IE",0,0,0,0,5.93,0,0.51,0.11,9.8,4.71,41.21,36.3
"393","CAA","27","TLW","IS",7628,8616,8055,7335,8801,10209,10992,12607.9,15129,14647.9,16192.5,16427.01
"394","CAA","27","TLW","NL",10.76,6.4,2.7,12,2,0,0,0,0,0,0,0
"395","CAA","27","TLW","NO",1240.52,943.34,1008.56,650.1,703.38,1110.29,1038.3,948.05,1212.02,719.51,843.04,765
"396","CAA","27","TLW","PL",2.86,2.94,4.23,1.47,0,0,0,0,0,0,0,0
"397","CAA","27","TLW","PT",0,0,0,0.01,0.01,0.05,0,0,0.01,0.01,1,1.2
"398","CAA","27","TLW","RU",1651,1310,1384,990,1066,769,1191,1063,619,7478,8962,10898
"399","CAA","27","TLW","SE",30.97,19.69,0,22,20.6,15,11.7,16.6,18.8,0,0,38.31
"400","CAB","27","TLW","DE",13.44,0.64,0,0,0,0,0,0,0,0,0,0
"401","CAB","27","TLW","ES",0.07,0,0.1,0,0,0,0,0,0,0,0,0
"402","CAB","27","TLW","FO",4.3,12.568,17.558,4,0,0,0,0,0,0,0,0
"403","CAB","27","TLW","IS",13,12,22,22,25,19,13,0,0,0,0,0
"404","CAB","27","TLW","LV",0.79,0,0,0,0,0,0,0,0,0,0,0
"405","CAB","27","TLW","NO",1133.2,2182.36,660.32,1078.06,2630.97,2264.26,394.39,377.74,818.02,901.4,881.01,1417.03
"406","CAB","27","TLW","PL",1.73,8.84,6.39,0,0,0,0,0,0,0,0,0
"407","CAB","27","TLW","RU",11502,11160,11036,7580,6359,5548,5577,6261,0,0,0,0
"408","CAP","27","TLW","DK",0,0,0,9655.4,0,0,11323.62,0,0,0,0,0
"409","CAP","27","TLW","ES",0.09,0.03,0,0,0.04,0,0,0,0,0,0,0
"410","CAP","27","TLW","FO",15055.38,8451.96,30009.18,7690,29361,29691,18113,7353,0,10211,19059,31610
"411","CAP","27","TLW","FR",0,0,0,0,0,1.09,2.14,2.3,0,0.1,0.1,0
"412","CAP","27","TLW","GB",0.2,0,0,0.87,0,0,0.1,0,0,0,0,0.01
"413","CAP","27","TLW","GL",28677.7,3325,43836.446,22366,27725,23330,17980,4948,0,6650,12608,6676
"414","CAP","27","TLW","IS",206911,100579,352866,112214,453836,585627,323554,115515,21526.2,149031,307447.4,184494
"415","CAP","27","TLW","NO",59265.69,58238.66,121826.86,76682.69,156340.2,269158.94,360629.16,273781.59,232569,40906.9,41098,2047
"416","CAP","27","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0.01,0.01
"417","CAP","27","TLW","RU",6,2,43613,25720,60695,68182,86531,77446,73151,7000,1999,0
"418","CAR","27","TLW","ES",7.26,0.93,0,0,0,0,0,0,0,0,0,0
"419","CAR","27","TLW","FO",0,0,0,3,0,4,14,18,23,54,50,69
"420","CAR","27","TLW","FR",0,0,0,0,0,0,0,29.1,50.1,0,0,0
"421","CAS","27","TLW","DE",74.66,8.52,0,0,0,0,0,0,0,0,0,8.4
"422","CAS","27","TLW","EE",30.08,7.08,4.36,5.83,0,0,0,0,0,0,0,0
"423","CAS","27","TLW","ES",0,2.16,1616.15,832.11,1065.83,0.03,1001.23,1256.3,255.53,0,0,0
"424","CAS","27","TLW","GL",179.4,161.7,8.52,18,3,0,0,0,0,0,0,0
"425","CAS","27","TLW","IS",1529,1767,1774,1995,2431,1977,1654,1902.55,2313.9,2099.5,2726.5,3654.3
"426","CAS","27","TLW","LV",4.55,0,0,0,0,0,0,0,0,0,0,0
"427","CAS","27","TLW","NO",4077.26,3280.03,4303.1,4612.95,6291.77,4824.12,4023.35,2268.2,3717.03,2386.11,2322.02,2309.02
"428","CAS","27","TLW","PL",38.19,38.7,50.38,30.92,0,0,0,0,0,0,0,0
"429","CAS","27","TLW","PT",0,0,0,0,0.06,0.06,0,0,0.01,1,4,1.8
"430","CAS","27","TLW","RU",6044,5626,6156,5663,5508,4787,5638,5080,4924,0,0,0
"431","CAT","27","TLW","DE",31.56,53.74,124.17,181.79,98.96,48.08,42.18,86,56.2,56.1,62.7,36.23
"432","CAT","27","TLW","DK",421,466.33,310.99,285.37,170.24,219.26,158.67,235.42,180.13,140.03,127.04,111.05
"433","CAT","27","TLW","EE",0,0,0,14.14,0,0,0,0,0,0,0,0
"434","CAT","27","TLW","ES",17.37,16.14,65.03,46.99,16.64,2.13,5.88,7.81,5.41,16.01,0.01,0.2
"435","CAT","27","TLW","FO",367.899,286.778,344.884,162,251,252,323,340,260,342,260,267
"436","CAT","27","TLW","GB",404.67,413.69,346.16,268.92,239.88,260.9,212.55,262.9,303.5,207.04,213.5,279.02
"437","CAT","27","TLW","GL",54.6,18.7,78.15,35,4,0,4,1,18,55,2,12
"438","CAT","27","TLW","IE",1.21,1.2,0.4,0.37,0.06,6.63,0.81,1.6,5.5,11.52,12.61,12.41
"439","CAT","27","TLW","IS",0,0,0,0,25,20,13,17.3,0,0,0,0
"440","CAT","27","TLW","NL",0,0,0,0,4,4,4,6,4,2,2,2
"441","CAT","27","TLW","NO",0,0,0,0,901.37,12.35,675.11,373.23,1250.01,745,606,897.01
"442","CAT","27","TLW","PL",0,0,0,45.51,74.85,22.68,26.09,0,16,0.2,5.5,2.2
"443","CAT","27","TLW","PT",25.12,19.74,0,4.93,7.15,8.39,9.44,32,133.01,70.01,113.02,71.91
"444","CAT","27","TLW","RU",0,0,0,0,0,0,0,0,7216,0,0,0
"445","CAT","27","TLW","SE",0,0,21.45,0,0,0,0,0,0,48,31.4,0
"446","CAX","27","TLW","GB",0.03,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0
"447","CAX","27","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,0.01,0
"448","CBC","27","TLW","ES",47.9,45.83,43.07,27.28,43.4,21.65,23.94,41.5,50.81,19,10.51,587.3
"449","CBC","27","TLW","FR",0,0,0,0,0.01,0.67,0.38,0,0,0,0,0
"450","CBC","27","TLW","PT",0,0,1.02,1.35,1.59,1.27,2.27,2,5,1,5,0
"451","CBM","27","TLW","ES",1.59,5.39,8.29,11.93,7.08,0,0,0,0,0,0,0
"452","CBR","27","TLW","ES",31.08,35.88,29.62,37.98,74.65,100.22,307.24,369.6,279.3,323,1149.5,36.2
"453","CBR","27","TLW","PT",0,1.32,2.1,1.68,0.84,0.85,0.41,0,0.02,3.01,13,43.6
"454","CCL","27","TLW","PT",0,0,0,0,0.04,0,0,0,0,0,0,0
"455","CCP","27","TLW","PT",0,0,0,0,0.02,0.01,0,0,0,0,0,0
"456","CCT","27","TLW","ES",0,0,0,0.02,0.02,0,0,0,0,0,0,0
"457","CCT","27","TLW","NL",0,0,0,0,0,3,0,0,2,0,0,0
"458","CDX","27","TLW","ES",21.68,27.37,21.05,33.64,32.52,248.49,412.81,322.2,247.41,233,258.2,252.8
"459","CDX","27","TLW","PT",0,0,0,0,0,0,0,261,250.01,250.01,188.01,166.3
"460","CDZ","27","TLW","PT",0,0,0,0,0.04,0,0,0,0.01,0,0,0
"461","CEM","27","TLW","PT",0,0,0,0,0,0,7.35,0,0,0,0,0
"462","CEN","27","TLW","ES",0.15,0.02,0.25,0.38,0.08,0.04,0.62,8.4,5.6,136.01,0.7,1.8
"463","CEO","27","TLW","ES",0.04,0.03,0.08,0.05,0.16,0,0,0,0,0,0,0
"464","CEO","27","TLW","FR",0,0,0,0.09,0.24,0.06,0,0,0,0,0,0
"465","CEO","27","TLW","GB",0,0,0,0,0.01,0,0,0,0,0,0,0
"466","CEP","27","TLW","DK",309,149.26,253.07,36.22,0,0,0,0,0,0,0,0
"467","CEP","27","TLW","ES",0.03,0.9,1,0,1.54,0,0,0,0,0,0,0
"468","CEP","27","TLW","FR",0,0.03,0.1,6.72,13.96,26.93,28.71,0,0,38.51,44.83,34.1
"469","CEP","27","TLW","NO",0.04,0.01,0,0.56,0.25,0.07,0.02,0,0,0,0,0
"470","CET","27","TLW","ES",164.3,180.85,233.88,215.35,333.63,300.85,200.48,397.5,299.9,235.01,191.81,381.5
"471","CET","27","TLW","FR",485.25,507.08,543.04,667.89,394.5,599.09,801.83,543.2,505,417.33,624.15,558.1
"472","CET","27","TLW","GB",0,0,0,0.08,0,1.7,0,0,0,0,0,0
"473","CET","27","TLW","PT",297.57,174.34,162.6,282.94,266.05,284.85,340.31,174,97,42,38.01,45.5
"474","CFB","27","TLW","EE",0,0,0,0,0,0,0,0,0,0,0,3.5
"475","CFB","27","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"476","CFB","27","TLW","FR",0,0,0.19,9.33,0.07,0.58,0.44,70.1,93.5,4.7,6.31,2
"477","CFB","27","TLW","IS",0,0,2,0,1,3,1,10.4,1,0,0,0
"478","CFB","27","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"479","CGO","27","TLW","EE",64.74,60.85,0,87.75,0,0,0,0,0,0,0,0
"480","CGO","27","TLW","LT",0.02,0.05,0,0,0,0,0,0,0,0,0,0
"481","CGO","27","TLW","PT",0,0,0,0,0.01,0,0,0,0.01,0.01,0,0.01
"482","CGX","27","TLW","ES",46.94,13.63,5.7,89.48,464.77,655,98.68,148.8,18.22,4.01,50.2,37.2
"483","CGX","27","TLW","FR",0.02,0,0,0,0.1,0.5,4.18,0,0,0,0,0
"484","CGZ","27","TLW","IE",0.64,0.14,0,0,0.38,0,0,0,0,0,0,0
"485","CIL","27","TLW","ES",115.85,152.56,151.09,97.87,184.26,0,0,0,0,0,0,0
"486","CIL","27","TLW","FR",0.02,0,0.37,0,0.09,0,0,0,3.5,0.1,0.1,0
"487","CIL","27","TLW","PT",1.58,0,0,0,0,0,0,0,0,0,0,0
"488","CKL","27","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"489","CKW","27","TLW","PT",12.49,6.79,2.96,0.01,0.04,0.02,0.06,0,0.01,0.01,0.01,0.11
"490","CLB","27","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,103.4
"491","CLB","27","TLW","NL",0,0,0,0,0,0,0,0,0,0,2,0
"492","CLE","27","TLW","IE",0,0,0,0,29.7,186.39,0,0,0,0.01,0,0
"493","CLH","27","TLW","FR",0,0.04,0,1.21,1.19,31.51,55.86,183.7,145.8,0,0,0
"494","CLH","27","TLW","GB",10.26,10.57,20.66,46.64,2.95,18.7,16.4,10.8,4.4,15.01,0,7.01
"495","CLJ","27","TLW","FR",33.41,46.94,15.91,12.68,14.53,20.59,24.36,0,3.5,13.2,14.5,25.8
"496","CLJ","27","TLW","IE",0,0,0,0,0,0,0,120,0,158.1,0,0
"497","CLJ","27","TLW","PT",114.43,191.57,930.05,1036.33,772.45,889.02,567.14,105,9,0,0,0
"498","CLP","27","TLW","FR",0,0.54,0,0,0,0,7.85,0,0,0,0,0
"499","CLQ","27","TLW","DK",0,0,0,0,0,0,0,0,0,0,0.01,0.01
"500","CLQ","27","TLW","IS",39,0,6,0,0,0,0,0,0,0,0,451.4
"501","CLQ","27","TLW","NO",4.31,2.69,0,0,0,0,0,0,0,0,0,0
"502","CLS","27","TLW","ES",0.01,0,0.01,0.01,0,0,0,0,0,0,0,0
"503","CLS","27","TLW","GB",0,33.69,30.21,12.24,50.71,83.2,63.2,0.2,0.01,7,0,0
"504","CLS","27","TLW","IE",0,1.14,0.71,2.3,2.44,0,2.25,0.1,0.11,0.11,0,0.3
"505","CLS","27","TLW","NO",1.55,0.03,0,0,0.46,0,0,0,0,0,0,0
"506","CLU","27","TLW","ES",1164.64,384.03,562.45,113.38,8.42,36.79,1826.82,851.81,960.7,879.01,612.91,531.8
"507","CLU","27","TLW","FR",5.71,0,0,0,0.04,0,0,0,0,0,0,0
"508","CLU","27","TLW","SE",0,0,0,0,0,0,0,0,0.4,0,0,0
"509","CLV","27","TLW","ES",2812.24,2172.21,1433.44,1325.48,1431.4,2297.67,2759.33,2762,2906.3,1364,1016.6,1165.9
"510","CLV","27","TLW","FR",0,0,0,0,0,0,0,0,0,0.01,0.41,0.9
"511","CLV","27","TLW","GB",10.63,30.28,6.4,0,0.01,6.4,106.5,90.5,92.7,47.01,0,0
"512","CLV","27","TLW","PT",0,0,0,0,0,0,0,0,0,0,3,0.5
"513","CLX","27","TLW","BE",0,0,0,1.6,0,0.3,0.1,0,0,0,0,0
"514","CLX","27","TLW","ES",1.05,1.07,3.57,2.66,4.88,30.32,15.52,17.01,31.81,414.01,42.6,50.8
"515","CLX","27","TLW","FR",0,0,0,0,0,0,0,0,0,14.01,18.5,15.5
"516","CLX","27","TLW","GB",54.5,27.33,59.61,80.99,82.19,62.8,60.32,150.4,238.11,280.01,195.61,36.03
"517","CLX","27","TLW","IE",2.29,8.12,48.13,67.5,60.12,120.43,36.69,25.2,25.6,55.2,14.2,30
"518","CLX","27","TLW","IS",0,0,0,18,20,16,5,0,0,0,0,0
"519","CLX","27","TLW","PT",0,0,0,0,0,0,0,0,0.01,0.01,17,0.4
"520","CMK","27","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"521","CMK","27","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.1
"522","CMK","27","TLW","PT",0.84,0,0.03,0.05,0.15,0.03,0.2,0,0.01,0.01,1,0.6
"523","CMM","27","TLW","GB",158.73,202.08,456.3,185.07,177.52,397.6,483.6,530.5,314.41,334,0,42.01
"524","CMO","27","TLW","DE",0.93,0.14,0,0,0,0,0,0,0,0,0,0
"525","CMO","27","TLW","DK",0,2.63,0.51,0.13,0.27,0.02,1.88,1,1.3,0.02,0.03,1.02
"526","CMO","27","TLW","EE",0,0,0,0,0,0,0,0,0,0,0,1.7
"527","CMO","27","TLW","ES",0,5.1,1.72,114.12,89.4,17.55,10.58,31.2,31.1,6,0,0
"528","CMO","27","TLW","FR",128.81,120.53,136.32,186.52,265.89,257.57,218.78,0,0,0,0,0
"529","CMO","27","TLW","GB",0,0,0.01,0,0.84,11.3,0,0.1,0,0,9,18.01
"530","CMO","27","TLW","IE",0,0,0,0,0.09,0,0,0.5,0.3,10,9.8,0.7
"531","CMO","27","TLW","IS",0,0,0,2,2,4,4,7.2,1,1,0,1.2
"532","CMO","27","TLW","NO",217.2,180.07,151.87,163.55,178.16,152.51,169.18,247.63,156.02,113.8,108.01,65.01
"533","CMO","27","TLW","PL",0.05,0,0,0,0,0,0,0,0,0,0,0
"534","CMO","27","TLW","RU",4,0,4,12,23,11,0,0,0,1,0,0
"535","CMO","27","TLW","SE",0,0,0.02,0,0,0,0,0,0,0,0,0
"536","CNZ","27","TLW","BE",0,0,0,0,0,0,0,0,1585,1024.11,636.7,866.4
"537","CNZ","27","TLW","DE",0,0,0,0.49,0,0,0,0,0,0,0,0
"538","CNZ","27","TLW","ES",0,0.01,0.31,0,0.01,0,0,0,0,0,0,0
